"","ID","gender","zodiac","bornyear","age","residence_status","education_level","marital_status"
"6062","268606111002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6063","268606111001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6064","268606104002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6065","268606104001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6066","268606124001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6067","268606125001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6068","268606113001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6069","268606113002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6070","268606117001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6071","268606117002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6072","268606129001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6073","268606122001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6074","268606122002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6075","268606127002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6076","268606127001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6077","268606118001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6078","268606118002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6079","268606121001","1 male",NA,1945,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6080","268606121002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6081","268606123001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6082","268606108001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6083","268606108002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6084","268606130001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6085","268606130002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6086","268606126002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6087","268606126001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6088","268606105001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6089","268606105002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6090","268606112002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6091","268606112001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6092","268606107001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6093","268606107002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6094","268606103002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6095","268606103001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6096","268606101001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6097","268606101002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6098","268606326002","1 male","8 Goat",1967,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"6099","268606326001","2 female","1 Rat",1972,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"6100","268606321002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6101","268606321001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6102","268606319002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6103","268606316001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6104","268606313001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6105","268606306002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6106","268606306001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6107","268606307002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6108","268606307001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6109","268606314002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6110","268606314001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6111","268606308002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6112","268606308001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6113","268606322001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6114","268606322002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6115","268606301002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6116","268606301001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6117","268606317001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6118","268606317002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6119","268606302002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6120","268606302001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6121","268606304001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6122","268606304002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6123","268606303001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6124","268606328001","2 female","7 Horse",1954,NA,"1 Agricultual Hukou","1 No formal education illiterate","5 Widowed"
"6125","268606323001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6126","268606312001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6127","268606312002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6128","268606309001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6129","268606315002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6130","268606315001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6131","268606310001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6132","268606310002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6133","268606311001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6134","268606311002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6135","268606327001","1 male","9 Monkey",1968,NA,"1 Agricultual Hukou","4 Elementary school","2 Married but not living with spouse temporarily for reasons such as work"
"6136","268606327002","2 female","9 Monkey",1968,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","2 Married but not living with spouse temporarily for reasons such as work"
"6137","268606318001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6138","268606318002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6139","266306203002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6140","266306203001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6141","266306215002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6142","266306215001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6143","266306209001","1 male",NA,1943,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6144","266306209002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6145","266306217002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6146","266306217001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6147","266306214001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"6148","266306204002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6149","266306204001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6150","266306219001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6151","266306219002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6152","266306212002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6153","266306212001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6154","266306206001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6155","266306206002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6156","266306224001","2 female","5 Dragon",1952,NA,"1 Agricultual Hukou","1 No formal education illiterate","5 Widowed"
"6157","266306202001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6158","266306223002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6159","266306207001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6160","266306207002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6161","266306210001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6162","266306210002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6163","266306220001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6164","266306220002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6165","266306201001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6166","266306218001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6167","266306218002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6168","266306211001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6169","266306211002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6170","266306216001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6171","266306216002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6172","266306221002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6173","266306221001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6174","266306208002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6175","266306208001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6176","266306222001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6177","266306107001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6178","266306107002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6179","266306114001","1 male","5 Dragon",1964,NA,"2 Non-agricultural Hukou","8 Two/Three Year College / Associate degree","1 Married with spouse present"
"6180","266306114002","2 female","5 Dragon",1964,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"6181","266306103002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6182","266306103001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6183","266306101002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6184","266306101001","2 female",NA,1966,NA,"2 Non-agricultural Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6185","266306104001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6186","266306104002","2 female",NA,1962,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6187","266306112001","1 male","12 Pig",1959,NA,"2 Non-agricultural Hukou","2 Did not finish primary school but capable of reading or writing","4 Divorced"
"6188","266306111001","1 male","9 Monkey",1968,NA,"2 Non-agricultural Hukou","9 Four Year College / Bachelors degree","1 Married with spouse present"
"6189","266306111002","2 female","1 Rat",1972,NA,"1 Agricultual Hukou","7 Vocational school","1 Married with spouse present"
"6190","266306106002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6191","266306106001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6192","266306110002","1 male","6 Snake",1965,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"6193","266306110001","2 female","11 Dog",1970,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"6194","266306102002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6195","266306102001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6196","266306108001","2 female","6 Snake",1965,NA,"2 Non-agricultural Hukou","6 High school","1 Married with spouse present"
"6197","266306108002","1 male","8 Goat",1967,NA,"2 Non-agricultural Hukou","6 High school","1 Married with spouse present"
"6198","266306109002","2 female","8 Goat",1967,NA,"3 Unified Residence Hukou","5 Middle school","1 Married with spouse present"
"6199","266306109001","1 male","7 Horse",1966,NA,"3 Unified Residence Hukou","4 Elementary school","1 Married with spouse present"
"6200","266306113002","1 male","3 Tiger",1962,NA,"2 Non-agricultural Hukou","6 High school","1 Married with spouse present"
"6201","266306113001","2 female","5 Dragon",1964,NA,"2 Non-agricultural Hukou","4 Elementary school","1 Married with spouse present"
"6202","266306306001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6203","266306322001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6204","266306322002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6205","266306310002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6206","266306310001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6207","266306302002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6208","266306302001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6209","266306336001","2 female","6 Snake",1965,NA,"1 Agricultual Hukou","1 No formal education illiterate","2 Married but not living with spouse temporarily for reasons such as work"
"6210","266306307001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6211","266306307002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6212","266306333001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6213","266306314001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6214","266306314002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6215","266306305001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6216","266306305002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6217","266306323001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6218","266306323002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6219","266306320002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6220","266306320001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6221","266306332002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6222","266306338001","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"6223","266306338002","2 female","5 Dragon",1964,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"6224","266306334001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
